date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:05:01	100785/100785	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:35:00%20GMT	https://www.youtube.com/howyoutubeworks/our-commitments/fostering-child-safety/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/howyoutubeworks/our-commitments/fostering-child-safety/index.html	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/search/)
21:05:01	539/539	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/-brNVl0CpT3xDMdeEXIO5EbHiNw76X7ulg3Y_wUNxpVTRdvY0j3eLwB7Vu6ELaFqnXrGmEHvJbuf6jQhfwViV8RvhgRVJ8Td1UcaHEDy-G7c5AKTrA=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-70.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/recommendations/)
21:05:02	815/815	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/jEx_O1XpVaRhbjay2bKv8veo1j8V61bOFoa4CrfONmX-zxzi5Q6XL0Z6HWb1B_XWGbBrAjqNnn6Y2Gbb5BpFa0jHq5U9jZF0LhLxDw=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-71.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/news-information/)
21:05:03	86732/86732	---M--	200	added ('OK')	image/jpeg	etag:%221623871827%22	https://i3.ytimg.com/vi/n-OMhLhg3tY/maxresdefault.jpg	C:/Users/Lenovo/Desktop/project/new%20project/childit/i3.ytimg.com/vi/n-OMhLhg3tY/maxresdefault.jpg	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/news-information/)
21:05:04	502/502	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/CS4l8bUQMID61MadcAt-uhw_KY5rBSMB3sM0mygvfqk9LcTRKKoiXkcdUbZQiAcAUCeLo0T5A_XtEprEfkehfgrsuh_Iva5BjMfSVbTsfrxKknDZ1Gyd=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-72.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/news-information/)
21:05:04	18378910/18378910	---M--	200	added ('OK')	application/pdf	date:Tue,%2019%20Oct%202021%2014:58:00%20GMT	https://static.googleusercontent.com/media/guidelines.raterhub.com/en//searchqualityevaluatorguidelines.pdf	C:/Users/Lenovo/Desktop/project/new%20project/childit/static.googleusercontent.com/media/guidelines.raterhub.com/en/searchqualityevaluatorguidelines.pdf	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/our-commitments/preventing-bias/)
21:05:05	523/523	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/TyEsIo-jxZA_B7OjtVHjeCCnUH9dpRgBdhJg1BzbgHqB_H4Pd3s-tm-LXto_z4z6w3tJpTaucgr6HsgjfDnzNXhfAPzsRPZrnlJFDcZUVPDPQi0NZuY=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-73.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/news-information/)
21:05:05	494/494	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/jEZpoQQeiZZgJMCRwlV7dPpv9_NC3GKG9_9F69w8p3X7hboFLUwusATP9iPffwKJxEGzL2xrbAXYvg0e-ATd4gvnxU2IsTdMqjN4KP4-2krlfu5yOjg=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-74.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/news-information/)
21:05:06	463/463	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/WqbSCWqWvF8rT_xpKJj6zZMcZs5dXAeg4W-AJ14iCGOb7ZFfSbuE833wjlatYi8XVK5z1DlD0lflRwLcGQFUvLKL1KROHSgWedNCkg3_rLXGZHAWXzg=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-75.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/news-information/)
21:05:06	523/523	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/oBR4LSWhWjaV5xEKNseLfevK-QfcWuSD0EpvwHYuPx-WZWM_Uq5a1Z5n6ONrSU5cYZHTRJ-s550JoKY8Ei8SU8tnIFw4M10UFju4wJlbEJiGxCPlYA=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-76.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/news-information/)
21:05:07	464/464	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/xwcoVOuWZI1YgIBi517mc6TB_KkCLnZ-kmBqdC9UDaBYKBCuzTXPAh82kCTzVbyV-ngDy-JQ_lTrVI58f-RZqpy8pGee4chJ8omAeuJppUB-18Qx-lca=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-77.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/news-information/)
21:05:07	536/536	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/gddYZWJH6WtkM4kLq2DL0nR27ZfcpWIl3H5j0LJXDiXplgYh4RmxolghksLBJY4y-ifTUB_uKY-4bujjQxCqZtroo6G_Lf4nS3O3Tk9dsed8zkVj9AU=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-78.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/news-information/)
21:05:08	462/462	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/QeK-3kT1uaOIwyb1Wt5ojDXD_TeLCYMQsFC11Pjs8JzVld8YB_xsQzL3K_iT-tsZM8OL97anS8A07esIrq1xzY5pJ_C681rhcDHPgvOy81U4FoOUoTPe=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-79.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/news-information/)
21:05:09	815/815	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/l5IZ5K7rbqYA1gWedDMZdjIJqduCA26Z-0QszmZNIqnvyuKMQqd_cXl-TKNrfNFNrPmcElhbdTvP4_G81hIUC-Kjfme-brgiaQ5qVdZZeJSYMwTOnw=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-80.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/health-information/)
21:05:09	370982/370982	---M--	200	added ('OK')	application/pdf	etag:0x8D9E53D65E7BD6D	https://cdn.who.int/media/docs/default-source/digital-health-documents/final_global-principles-for-identifying-credible-sources-of-health-information-on-social-media.pdf?sfvrsn=18f47c78_4&download=true	C:/Users/Lenovo/Desktop/project/new%20project/childit/cdn.who.int/media/docs/default-source/digital-health-documents/final_global-principles-for-identifying-credible-sources-of-health-information-on-social-media57ff.pdf	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/health-information/)
21:05:10	522/522	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/e7H5tH7lFrc0rvo2PA2LycMVxOTIi7dJ5pDUQXOPAo1y9y80Dd_nCT5k-itkCcWaqvLtW_njqUfMZyBQI8DzOmStA_IQterK7UiFOPAZHapRSKTYj3FB=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-81.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/health-information/)
21:05:11	505/505	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/MYTBBm86TA8v2UkMZCtZ4QVgDjHghi3NSxHtlH1dj1gF0Dq5DMMdp_-ROAB4pUeoEmdgFxfQnnHLkgCbl2hq2jxn91jV6FBdfRy_TLUmGq7p0DQVQ3I=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-82.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/health-information/)
21:05:11	116186/116186	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:35:11%20GMT	https://www.youtube.com/howyoutubeworks/our-commitments/fighting-misinformation/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/howyoutubeworks/our-commitments/fighting-misinformation/index.html	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/health-information/)
21:05:12	577/577	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/-b5M7ivsZukI1cdMRXmasNrdz2nT1QBce35pcLUCFXhDPaBTe0oASQqZyfogAAjBb0NwSs7prFbH48ve7iyhSStuYsvmAh6XV4uHkF45-HKDoa2nFos=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-83.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/health-information/)
21:05:12	485/485	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/S94bhyavMQ2WHBds2BKRpP4uaJ2hxjOShxpC4dwdOLXgMWqBeljFq5dxvLJ8zKaoJaRpR-Fa_W3YCdniolrBg9aH_HxJ5VmDI1DsXrK0OgBncgWH_Q=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-84.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/health-information/)
21:05:13	815/815	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/-4Py4r-MmpINVYJ0yRtAxxADx3pLIKXKdphg6kneDtmoMIA6B6H25tM6vUT9bx-bvJF7P7VLQwO6YAVtSyT-KlSkOjDrZw-5qfLc96c=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-85.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/monetization/)
21:05:13	85617/85617	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:35:13%20GMT	https://www.youtube.com/howyoutubeworks/user-settings/privacy/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/howyoutubeworks/user-settings/privacy/index.html	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/health-information/)
21:05:14	476/476	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/QmW2AQAUcmRAgpogsKcM7c0KCY7kPPEL8zOUyMkdD5Pv1rpvVzIa-BZ-hTp1XQN9373J-34H5kfJ5l95f2Z6Je0r-ELo4W-ft1CoxHTG8umHJJcJzvg=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-86.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/monetization/)
21:05:15	815/815	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/5S8Xp3lxMqwTlqtOBKmC9-ZDRsQh-afuclr78KHXXslizkThjXoKcQdZk8UmCUKRKn9L1ZyZ2hW9afYUGKcntccrK32BD1eO76AMOg=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-87.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/live/)
21:05:15	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Sat,%2025%20Jun%202022%2015:35:15%20GMT	http://www.youtube.com/live	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/live.275.delayed	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/live/)
21:05:16	1053/1053	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/h5cNsNrx0-aDyCw8HKk0uXKaiW9ZF1tj1EU4Woe4lHTIWyb0QCTMGyxD5gGNLy5E0sciVhXqe2_sHj_tePiGcm3ElsVsY2LTkA2f_xA=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-88.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/user-settings/privacy/)
21:05:17	1053/1053	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/vZQO3owVAzG8ac8sTUtEz-06rG2yJfCAyVLlvcCd7gizV5zrv53gVgiXejl3B-EuLKOuNCy74hFgsoBq1_GJArH2GesyUFMcMSXv=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-89.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/user-settings/ad-settings/)
21:05:19	796087/796087	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:35:15%20GMT	https://www.youtube.com/live	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/live.html	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/product-features/live/)
21:05:22	1053/1053	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/RmOyi3NPJh6uKSNzZxmcDwXvt7gn-pwW2S6S5jJdmt4YTsS8oXOinjMEsmZGtxkDad7PUdl3Je18bBEG1lAmvd_TeaS6K89zk6sy=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-90.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/user-settings/parental-controls/)
21:05:24	1053/1053	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/h6q-G20dK3mkP_-ZbrS4YcYkCKWN0a4w0iva1IJtzWmY0AN33YC_BxzU4sljmKpb49EKVifmRCp1WxNGmy69DA405nYBm5C0jnFeDg=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-91.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/user-settings/autoplay/)
21:05:25	1197/1197	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/Eysigd9hlyb-0qNxFg9NI5ou_MCrZIwFkRADcq_6TwvK89SVY52j_ckmJ7xYWeQpRay3jk-Qm2VBZ7_1DN_tp6XqiLKXt8cribWl4CE=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-92.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/policies/overview/)
21:05:25	720/720	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/AZEiPm1n1HTZAOKdJimEw8C7ucLxmH-A0ZQ1bUg7ET1rl99ngsMmoJnziIRwWtl7-azS3niMmmlvbP0wn7XUfRRQBr0WCqFIOhL5pA=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-93.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/policies/overview/)
21:05:25	726/726	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/UqMJ_8pqwSEfGk3SLCRSRDzfM6At81XzoczRACsuNzg4PBFywOhnvPkSRjDAbW_aJN95npIMTazmvaKySNh2XuuDBbEIvAv6YUmL3bs=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-94.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/policies/overview/)
21:05:26	677/677	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/sup1M4vgyUR-RrnCPmOF4dGiKony8o9UJdU6JS5pY4DaeRS5UpzmmPJ3PTvuc_tIUas0lav-Lfy-PWtVMrnB16eCBD79PJ6FYscnrg=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-95.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/policies/overview/)
21:05:26	720/720	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/SdUEwDpfetxnTNQYeOak25KJIAVr5LNqh6Mb1y_Sy29SPvUU2JtYCKEgf_UobRGR7HjPpNr9sy9Q6pUBuv7L1SXkKi4SwYNyWOlf=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-96.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/policies/overview/)
21:05:27	0/-1	---M--	301	error ('')			https://www.youtube.com/copyright_complaint_form	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/copyright_complaint_form.280.delayed	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/policies/copyright/)
21:05:28	78683/78683	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:35:27%20GMT	https://www.youtube.com/howyoutubeworks/policies/legal-removals/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/howyoutubeworks/policies/legal-removals/index.html	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/policies/overview/)
21:05:28	1062/1062	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/URfb2i2krhwA_kxFA0dLt16Eeu5Cz-FPZsTBUVuKeUB33_m4bYDIA_57LwexCm9nF7r-6duS9MfnkEB--kvNZGNQjO_Ct0QsFOu0=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-97.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/policies/monetization-policies/)
21:05:29	1064/1064	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/s4DtzNCDlvaO8AgwDPNt0vDzN4JTj8AyFAcJ5L5-HRX2GqNyIYtpux_xD2RdgZKaQG6WLTMmwbprMUHkB_prNcGc9dAbyiuNW4cFFEc=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-98.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/policies/legal-removals/)
21:05:32	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Sat,%2025%20Jun%202022%2015:35:32%20GMT	https://www.youtube.com/reportingtool/legal	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/reportingtool/legal.283.delayed	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/policies/legal-removals/)
21:05:33	267/267	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Jun%202022%2015:35:33%20GMT	https://www.youtube.com/howyoutubeworks/policies/community-guidelines	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/howyoutubeworks/policies/community-guidelines.284.delayed	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/responsibility/)
21:05:33	1194/1194	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/DLBwIpQC-nQHENwqhykQ3NYusR4xfIYLIf-lwutlyEwoHz8q4TO8CJndRIiHuT-lk95YUYPCNK1yuKoAx8o8V9qlWKFBGCfnAEzUEA=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-99.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/responsibility/)
21:05:34	1014/1014	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/KHgB9sf8_XBYmrqoauIFJjxiW3zLvHU8wn9KTl9CKdyeliL-sDCN5S7bVkqkVNZPMScaeWeDzTbws972_img7Yrj3QraIyslbUS81x_QLxo7wqW3zk8	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-100.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/responsibility/)
21:05:34	1017/1017	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/g_AVs2pxmLLB_-vBRqlCmgd7XjJbvl_egN0TQiqiA3f2EvWCUPI6iJxwKjPCuz4GFhcaMW637ciAo3U8-H1_8xJEvOh9y3jvME85xj18f3j6Ui8_2pY	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-101.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/responsibility/)
21:05:35	1009/1009	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/b1orHj8hc8rfysdutjCBDkHEVY4wO8y9xBiJi9pgPccFNfxB_Uqk7gOcekQJEVFl5EoxvvSD8_Xe3FIpG1wP_u_MfP1n6_MR-niEyPgw9R_mhRsPhbw	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-102.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/responsibility/)
21:05:35	1146/1146	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/AFHNN_CzctFfNJHMtyoa1pmXgKVai3oEs1pQ1BflUeFL7or3pPsfsZNMq_fc5bUFP_tC4CMeMga_n4svrBfVoL0585uJFk_Nmmq_OBzzxr0Jgezmb2E	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-103.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/responsibility/)
21:05:36	747/747	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/Mzc6Bgedo5xsuX9gUraQGVVA8uZP4d4PA4jWvvb7P6aK066CbhppfyfhA1RoIjTyu8hufsIXDy61SEg8GspFbf5BzDUTTrlqsyBYrPue8oJluzetBnM	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-104.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/responsibility/)
21:05:36	1179/1179	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/19DCAD1EdF5EOURF3gaWEIVPaDOe0Qj4Cow0ve9cHQ-0Iql43AonWaGHPMVfdF413hhswXE6ryautxOh3Qj9wX9DYyrJP9ipYjuNqUkWuuX9_eY2Og	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-105.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/responsibility/)
21:05:37	973/973	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/XKC-kejlcFNqmhKlGH8g1U_PktF4QXJ8Uv46ZQk00pS6269_GBEr9O2ANlqzotVK9XIvUm3WJlFA4w0wCHiRQi1dQmt2tI_7hXRkZ-2MveVKfxm9iRcq	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-106.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/responsibility/)
21:05:37	986/986	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/9jkUBZCYhm_se04y-62RweSIR5mvEFEgAYRKeaeIblos3JvWfmQBBB7SI011AAAG-Imz69_G8SBTJ2w2v08N41x5XB2oSFanYfdn1xAb9iPBHlAj0Rw	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-107.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/responsibility/)
21:05:38	1081/1081	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/aaQAi92yzLTGNs8x502PktvEJTdpNv5um19eeB40IFSNLjMg0sxvVBWIooy8FNuCCIpZQtGiV1JLRIV7tjYH34ZP4L8hG5BgljolacDXiOrNjy8yHCkP	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-108.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/responsibility/)
21:05:38	1146/1146	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/KuIX1IWxpa5m0m7Ae6gVdJBH8jGIuDw391-40Ia_K2H-2gpUPyX7IA5ORHdxkLj_Ml4jFHVXSVWQJxRQtdHkAHLsNvRkE71GqCLni-D_1_L__l5FzQ	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-109.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/responsibility/)
21:05:39	1017/1017	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/DEj0KU6GHpshrXZE1o2irowzBDa0QCLCKNGMMTqZaug1cGx-QcBT2lOwIQ_jreX-ip9LOJpgY-3hqJC9mnj8aF-nqCfFQlS557Gh2-ICFwbKnQv-qh-P	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-110.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/responsibility/)
21:05:39	1014/1014	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/76Nu1nVJMcnDfp6un8a-iJRTuL5hjHcvhCcUctivIPXemQl-N4RjtK6rG8dCWeduCcnDmo0T9mGnwX7rgTbcLFaOHxV0uB9r2VpET7Q-omwr2hIR9Qc	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-111.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/responsibility/)
21:05:40	278574/278574	---M--	200	added ('OK')	text/javascript	date:Thu,%2030%20Dec%202021%2012:48:00%20GMT	https://www.gstatic.com/external_hosted/chartjs/Chart.min.js	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.gstatic.com/external_hosted/chartjs/Chart.min.js	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/responsibility/)
21:05:41	1038/1038	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/f-fEjA0NEOtoj_RR4Ph3q4SuoVQWja5bfG_J35Agtn_kdT_dhcovNZauUnkn1xQ-tkn66_dx7FVFThFO6vLXPIR0w4g3S8O0fDeT=v3-s20-fblur=1,20	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-112.png	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/impact/)
21:05:42	340/340	---M--	302	error ('Found')	text/html	date:Sat,%2025%20Jun%202022%2015:35:41%20GMT	https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/impact/OE_Youtube_APAC_India_WEB.pdf	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/impact/OE_Youtube_APAC_India_WEB.294.delayed	(from https://www.youtube.com/intl/ALL_in/howyoutubeworks/progress-impact/impact/)
